recno,seq,reference,onlink
17,7,"Wang, X.-C., and Zhang, Z.-R., 1999, Types and distribution of endogenic gold deposits in western Sichuan, China: International Geology Review, v. 41, p. 1099–1113.",
17,1,"Fu, S., Gu, X., and Wang, P., 2004, Rb-Sr isotopic compositions of fluid inclusions in the Manaoke gold deposit, northwest Sichuan Province—Constraint for the ore genesis: Geochimica, v. 33, no. 1, p. 94-98 (in Chinese with English abstract).",
17,2,"Gu, X.X., Liu, J.M., Schulz, O., Vavtar, F., and Zheng, M.H., 2002, Syngenetic origin for the sediment-hosted gold deposits in NW Sichuan, China—Ore fabric evidence: Ore Geology Reviews, v. 22, p. 91–116.",
17,3,"Hu, R.-Z., Su, W.-C., Bi, X.-W., Tu, G.-Z., and Hofstra, A., 2002, Geology and geochemistry of Carlin-type gold deposits in China: Mineralium Deposita, v. 37, p. 378–392.",
17,4,"Mao, J., Goldfarb, R.J., Zhang, Z., Garwin, S., and Ren, F., 2002, Geology, distribution, and classification of gold deposits in the western Qinling belt, central China: Mineralium Deposita, v. 37, p. 352–377.",
18,6,"Peters, S.G., Huang, J., Li, Z., and Jing, C., 2007, Sedimentary rock-hosted Au deposits of the Dian-Qian-Gui area, Guizhou and Yunnan provinces, and Guangxi district, China: Ore Geology Reviews, v. 31, p. 170–204.",
18,1,"Hu, R.-Z., Su, W.-C., Bi, X.-W., Tu, G.-Z., and Hofstra, A., 2002, Geology and geochemistry of Carlin-type gold deposits in China: Mineralium Deposita, v. 37, p. 378–392.",
18,2,"Liu, J., Ye, J., Ying, H., Liu, J., Zheng, M., and Gu, X., 2002, Sediment-hosted micro-disseminated gold mineralization constrained by basin paleo-topographic highs in the Youjiang basin, south China: Journal of Asian Earth Sciences, v. 20, p. 517–533.",
18,3,"Liu, X., Ni, S., Lu, Q., Jin, J., and Zhu, L., 1998, Silicon isotope geochemistry of micro-fine disseminated gold deposits in SW Guizhou and NW Guangxi, China: Chinese Journal of Geochemistry, v. 17, no. 3, p. 249–257.",
18,4,"MMAJ, 2007, Mineral deposit data of the east Asia mineral resources map: Data Sheet, last accessed January 28, 2008, at http://www.gsj.jp/Map/JP/docs/overseas_doc/DataSheet.xls.","http://www.gsj.jp/Map/JP/docs/overseas_doc/DataSheet.xls"
18,5,"Peters, S.G., Huang, J., Li, Z., Jing, C., and Cai, Q., 2002, Geology and geochemistry of sedimentary rock-hosted Au deposits of the Dian-Qian-Gui area, Guizhou and Yunnan provinces, and Guangxi district, P.R. China: U.S. Geological Survey Open-File Report 02–131, ch. 3, p. 95–166.",
18,7,"Zaw, K., Peters, S.G., Cromie, P., Burrett, C., and Hou, Z., 2007, Nature, diversity of deposit types and metallogenic relations of south China: Ore Geology Reviews, v. 31, p. 3–47.",
19,6,"Peters, S.G., Huang, J., Li, Z., and Jing, C., 2007, Sedimentary rock-hosted Au deposits of the Dian-Qian–Gui area, Guizhou and Yunnan provinces, and Guangxi district, China: Ore Geology Reviews, v. 31, p. 170–204.",
19,1,"Asia Mining, 2006, China—Nibao gold project progressing into feasibility: Press Release, last accessed September 1, 2011, at http://www.asiaminer.com/magazine/current-news/news-archive/35/162-china-nibao-gold-project-progressing-into-feasibility.html.","http://www.asiaminer.com/magazine/current-news/news-archive/35/162-china-nibao-gold-project-progressing-into-feasibility.html"
19,2,"Chinamining, 2006, Golden China upgrades and expands mineral resource estimate at its Nibao gold project: Press Release of September 29, 2006, 2 p., last accessed September 1, 2011, at http://www.chinamining.org/Investment/2006-09-29/1159500391d1412.html.","http://www.chinamining.org/Investment/2006-09-29/1159500391d1412.html"
19,3,"Goldletter International, 2006, Golden China Resources Corporation: Press Release, August 2006 Update, 5 p., last accessed September 1, 2011, at http://www.goldletterint.com/artikel/GoldenChina_Aug06_Update.pdf.","http://www.goldletterint.com/artikel/GoldenChina_Aug06_Update.pdf"
19,4,"Liu, J., Ye, J., Ying, H., Liu, J., Zheng, M., and Gu, X., 2002, Sediment-hosted micro-disseminated gold mineralization constrained by basin paleo-topographic highs in the Youjiang basin, south China: Journal of Asian Earth Sciences, v. 20, p. 517–533.",
19,5,"Liu, P., Li, P., Ma, R., Han, Z., Yang, G., and Ye, D., 2006, Deposit associated with pyroclastic rock and hydrothermal exhalation—Nibao deposit in Guizhou Province: Mineral Deposits, v. 25, no. 1, p. 101–110 (In Chinese with English abstract).",
19,7,"Resource Investor, 2006, Golden China Resources Corp.—Initial resource statement for Golden China's Nibao project: Press Release of February 22, 2006, last accessed September 1, 2011, at http://www.resourceinvestor.com/News/2006/2/Pages/Golden-China-Resources-Corp-Initial-Resource.aspx.","http://www.resourceinvestor.com/News/2006/2/Pages/Golden-China-Resources-Corp-Initial-Resource.aspx"
20,7,"Wang, K.-R., and Zhou, Y.-Q., 1994, Mineralogy of the Carlin-type Dongbeizhai and Jinya gold deposits, southwestern China: International Geology Review, v. 36, p. 194–202.",
20,1,"Central China Goldfields Plc., 2006a, Current operations: Press Release, 9 p., last accessed September 16, 2011, at http://www.nafinance.com/Listed_ Co/English/ccg_e.htm.","http://www.nafinance.com/Listed_"
20,2,"Central China Goldfields Plc., 2006b, Central China Goldfields Exploration Update—Results from Qiaoqiaoshang: Resource Investor Press Release of March 30, 2006, 2 p., last accessed September 16, 2011, at http://www.resourceinvestor.com/News/2006/1/ Pages/Central-China-Goldfields-Exploration-Update-.aspx.","http://www.resourceinvestor.com/News/2006/1/"
20,3,"Gu, X.X., Liu, J.M., Schulz, O., Vavtar, F., and Zheng, M.H., 2002, Syngenetic origin for the sediment-hosted gold deposits in NW Sichuan, China—Ore fabric evidence: Ore Geology Reviews, v. 22, p. 91–116.",
20,4,"Hu, R.-Z., Su, W.-C., Bi, X.-W., Tu, G.-Z., and Hofstra, A., 2002, Geology and geochemistry of Carlin-type gold deposits in China: Mineralium Deposita, v. 37, p. 378–392.",
20,5,"Mao, J., Goldfarb, R.J., Zhang, Z., Garwin, S., and Ren, F., 2002, Geology, distribution, and classification of gold deposits in the western Qinling belt, central China: Mineralium Deposita, v. 37, p. 352–377.",
20,6,"Peters, S.G., Huang, J., and Jing, C., 2002, Geology and geochemistry of sedimentary rock-hosted Au deposits of the Qinling fold belt (Chuan-Shan-Gan) area, Shaanxi, Sichuan, and Gansu provinces, P.R. China: U.S. Geological Survey Open-File Report 02–131, ch. 4, p. 167–254.",
20,8,"Zhou, T., Goldfarb, R.J., and Phillips, G.N., 2002, Tectonics and distribution of gold deposits in China—An overview: Mineralium Deposita, v. 37, p. 249–282.",
21,6,"Mao, J., Goldfarb, R.J., Zhang, Z., Garwin, S., and Ren, F., 2002, Geology, distribution, and classification of gold deposits in the western Qinling belt, central China: Mineralium Deposita, v. 37, p. 352–377.",
21,1,"Liu, J., Liu, J., Liu, C., Lu, W., Liu S., and Su, W., 1999, Mineralogy of the stibnite-antimonselite series: International Geology Review, v. 41, p. 1042–1050.",
21,2,"Liu, J., Zheng, M., Liu, J., Zhou, Y., Gu, X., and Zhang B., 1997, Element-assemblage zoning features of gold deposits in the Cambrian silicalite formation, western Qinling: Chinese Journal of Geochemistry, v. 16, no. 3, p. 271–277.",
21,3,"Liu, J., Zheng, M., Liu, J., Zhou, Y., Gu, X., Zhang B., and Lu, W., 1997, Selenium enrichment in Cambrian stratabound gold deposits in the western Qinling Mountains: Acta Geologica Sinica, v. 71, no. 4, p. 423–432.",
21,4,"Liu, J., Liu, J., Zheng, M., and Liu, X., 2000, Au-Se paragenesis in Cambrian gold deposits, western Qinling Mountains, China: International Geology Review, v. 42, p. 1037–1045.",
21,7,"MMAJ, 2007, Mineral deposit data of the east Asia mineral resources map: Data Sheet, last accessed January 28, 2008, at http://www.gsj.jp/Map/JP/docs/overseas_doc/DataSheet.xls.","http://www.gsj.jp/Map/JP/docs/overseas_doc/DataSheet.xls"
21,5,"Liu, J., Zheng, M., Liu, J., and Su, W., 2000, Geochemistry of the Laerma and Qiongmo deposits in the western Qinling Mountains, China: Ore Geology Reviews, v. 17, p. 91–111.",
22,1,"Ashley, R.P., Cunningham, C.G., Bostick, N.H., Dean, W.E., and Chou, I.-M., 1991, Geology and geochemistry of three sedimentary rock-hosted disseminated gold deposits in Guizhou Province, People’s Republic of China: Ore Geology Reviews, v. 6, p. 133–151.",
22,2,"Cunningham, C.G., Ashley, R.P., Chou, I.-M., Huang, Z., Chaoyuan, W., and Wenkang, L., 1988, Newly discovered sedimentary rock-hosted disseminated gold deposits in the People’s Republic of China: Economic Geology, v. 83, p. 1462–1467.",
22,3,"Peters, S.G., Huang, J., Li, Z., and Jing, C., 2007, Sedimentary rock-hosted Au deposits of the Dian–Qian–Gui area, Guizhou and Yunnan provinces, and Guangxi district, China: Ore Geology Reviews, v. 31, p. 170–204.",
22,4,"Zhang, X.-C., Spiro, B., Halls, C., Stanley, C.J., and Yang, K.-Y., 2003, Sediment-hosted disseminated gold deposits in southwest Guizhou, PRC—Their geological setting and origin in relation to mineralogical, fluid inclusion, and stable-isotope characteristics: International Geology Review, v. 45, p. 407–470.",
23,1,"Jin, P., 2008, Gold geochemical characteristics of Shijiba area in southern Gansu and their ore-prospecting significance: Geophysical and Geochemical Exploration, v. 32, no. 4, p. 354–357 (in Chinese with English abstract).",
23,2,"Mao, J., Goldfarb, R.J., Zhang, Z., Garwin, S., and Ren, F., 2002, Geology, distribution, and classification of gold deposits in the western Qinling belt, central China: Mineralium Deposita, v. 37, p. 352–377.",
23,3,"MMAJ, 2007, Mineral deposit data of the east Asia mineral resources map: Data Sheet, last accessed January 28, 2008, at http://www.gsj.jp/Map/JP/docs/overseas_doc/DataSheet.xls.","http://www.gsj.jp/Map/JP/docs/overseas_doc/DataSheet.xls"
23,4,"Peters, S.G., Huang, J., and Jing, C., 2002, Geology and geochemistry of sedimentary rock-hosted Au deposits of the Qinling fold belt (Chuan-Shan-Gan) area, Shaanxi, Sichuan, and Gansu provinces, P.R. China: U.S. Geological Survey Open-File Report 02–131, ch. 4, p. 167–254.",
24,1,"Centric Austria, 2010, No. 8 Pilot Project—Guizhou Zijin Mining Co., Ltd.: Press Release of, last accessed September 7, 2011, at http://www.centric.at/project-websites/cpsuc-china/project-activities/cleaner-production-pilot-projects/no-8-pilot-project-guizhou-zijin-mining-co-ltd.","http://www.centric.at/project-websites/cpsuc-china/project-activities/cleaner-production-pilot-projects/no-8-pilot-project-guizhou-zijin-mining-co-ltd"
24,2,"Eagle Research Advisory, 2006, The World’s newest goldfield: Press Release of March 2006, 2 p., last accessed September 7, 2011, at http://www.eagleres.com.au/paydirt/item/mar-2006-newest-goldfield.","http://www.eagleres.com.au/paydirt/item/mar-2006-newest-goldfield"
24,3,"GIS Park, 2011, Geological characteristics and genesis of the Shuiyindong gold deposit, Guizhou, China: Press Release of May 29, 2011, 2 p., last accessed September 7, 2011, at http://www.gispark.net/3s-articles/geology/geological-characteristics-and-genesis-of-the-shuiyindong-gold-deposit-guizhou-china.html.","http://www.gispark.net/3s-articles/geology/geological-characteristics-and-genesis-of-the-shuiyindong-gold-deposit-guizhou-china.html"
24,4,"Nie, A., Mei, S., Guan, D., Wu, P., and Zhang, Z., 2008, A study on the genetic relations between Permian Longtan Formation coal series strata and Carlin-type gold deposits, southwestern Guizhou Province, China: Chinese Journal of Geochemistry, v. 27, p. 291–298.",
24,5,"Su, W., Heinrich, C.A., Petke, T., Zhang, X., Hu, B., and Xia, B., 2009, Sediment-hosted gold deposits in Guizhou, China—Products of wall-rock sulfidation by deep crustal fluids: Economic Geology, v. 104, p. 73–93.",
24,6,"Su, W., Hu, R., Xia, B., Xia, Y., and Liu, Y., 2009, Calcite Sm-Nd isochron age of the Shuiyindong Carlin-type gold deposit, Guizhou, China: Chemical Geology, v. 258, p. 269–274.",
24,7,"Su, W., Xia, B., Zhang, H., Zhang, X., and Hu, R., 2008, Visible gold in arsenian pyrite at the Shuiyindong Carlin-type gold deposit, Guizhou, China—Implications for the environment and processes of ore formation: Ore Geology Reviews, v. 33, p. 667–679.",
24,8,"Wang, C., Wang, D., Liu, J., Deng, Y., Liu, C., Li, J., Chen, F., and Zhang, J., 2010, Characteristics of isotopic geochemistry of Shuiyindong super-large Carlin-type gold deposit in Guizhou: Earth Sciences Frontiers, v. 17, no. 2, p. 396–403 (in Chinese with English abstract).",
24,9,"Xiao, T., Guha, J., and Boyle, D., 2004, High thallium content in rocks associated with Au–As–Hg–Tl and coal mineralization and its adverse environmental potential in SW Guizhou, China: Geochemistry: Exploration, Environment, Analysis, v. 4, p. 243–252.",
24,10,"Zhang, Y., Xia, Y., Su, W., Tao, Y., Zhang, X., Liu, J., and Deng, Y., 2010, Metallogenic model and prognosis of the Shuiyindong super-large strata-bound Carlin-type gold deposit, southwestern Guizhou Province, China: Chinese Journal of Geochemistry, v. 29, no. 2, p. 157–166.",
25,1,"Peters, S.G., Huang, J., Li, Z., Jing, C., and Cai, Q., 2002, Geology and geochemistry of sedimentary rock-hosted Au deposits of the Dian-Qian-Gui area, Guizhou and Yunnan provinces, and Guangxi district, P.R. China: U.S. Geological Survey Open-File Report 02–131, ch. 3, p. 95–166.",
25,2,"Peters, S.G., Huang, J., Li, Z., and Jing, C., 2007, Sedimentary rock-hosted Au deposits of the Dian-Qian-Gui area, Guizhou and Yunnan provinces, and Guangxi district, China: Ore Geology Reviews, v. 31, p. 170–204.",
26,1,"Asia Miner, 2006, Drilling starts at central China Goldfields China deposits: News Release of June, 2006, 3 p., last accessed September 16, 2011, at http://www.asiaminer.com/magazine/current-news/news-archive/28/181-china-drilling-starts-at-central-china-goldfield-china-deposits.html.","http://www.asiaminer.com/magazine/current-news/news-archive/28/181-china-drilling-starts-at-central-china-goldfield-china-deposits.html"
26,2,"Central China Goldfields Plc., 2006a, Current operations: Press Release, 9 p., last accessed September 16, 2011, at http://www.nafinance.com/Listed_ Co/English/ccg_e.htm.","http://www.nafinance.com/Listed_"
26,3,"Peters, S.G., Huang, J., and Jing, C., 2002, Geology and geochemistry of sedimentary rock-hosted Au deposits of the Qinling fold belt (Chuan-Shan-Gan) area, Shaanxi, Sichuan, and Gansu provinces, P.R. China: U.S. Geological Survey Open-File Report 02–131, ch. 4, p. 167–254.",
26,4,"Wang, X.-C., and Zhang, Z.-R., 1999, Types and distribution of endogenic gold deposits in western Sichuan, China: International Geology Review, v. 41, p. 1099–1113.",
27,3,"Peters, S.G., Huang, J., Li, Z., and Jing, C., 2007, Sedimentary rock-hosted Au deposits of the Dian–Qian–Gui area, Guizhou and Yunnan provinces, and Guangxi district, China: Ore Geology Reviews, v. 31, p. 170–204.",
27,1,"MMAJ, 2007, Mineral deposit data of the east Asia mineral resources map: Data Sheet, last accessed January 28, 2008, at http://www.gsj.jp/Map/JP/docs/overseas_doc/DataSheet.xls.","http://www.gsj.jp/Map/JP/docs/overseas_doc/DataSheet.xls"
27,2,"Peters, S.G., Huang, J., Li, Z., Jing, C., and Cai, Q., 2002, Geology and geochemistry of sedimentary rock-hosted Au deposits of the Dian-Qian-Gui area, Guizhou and Yunnan provinces, and Guangxi district, P.R. China: U.S. Geological Survey Open-File Report 02–131, ch. 3, p. 95–166.",
27,4,"Zaw, K., Peters, S.G., Cromie, P., Burrett, C., and Hou, Z., 2007, Nature, diversity of deposit types and metallogenic relations of south China: Ore Geology Reviews, v. 31, p. 3–47.",
28,9,"Zhang, X.-C., Spiro, B., Halls, C., Stanley, C.J., and Yang, K.-Y., 2003, Sediment-hosted disseminated gold deposits in southwest Guizhou, PRC—Their geological setting and origin in relation to mineralogical, fluid inclusion, and stable-isotope characteristics: International Geology Review, v. 45, p. 407–470.",
28,1,"Ashley, R.P., Cunningham, C.G., Bostick, N.H., Dean, W.E., and Chou, I.-M., 1991, Geology and geochemistry of three sedimentary rock-hosted disseminated gold deposits in Guizhou Province, People’s Republic of China: Ore Geology Reviews, v. 6, p. 133–151.",
28,2,"Cunningham, C.G., Ashley, R.P., Chou, I.-M., Huang, Z., Chaoyuan, W., and Wenkang, L., 1988, Newly discovered sedimentary rock-hosted disseminated gold deposits in the People’s Republic of China: Economic Geology, v. 83, p. 1462–1467.",
28,3,"Hu, R.-Z., Su, W.-C., Bi, X.-W., Tu, G.-Z., and Hofstra, A., 2002, Geology and geochemistry of Carlin-type gold deposits in China: Mineralium Deposita, v. 37, p. 378–392.",
28,4,"Liu, J., Ye, J., Ying, H., Liu, J., Zheng, M., and Gu, X., 2002, Sediment-hosted micro-disseminated gold mineralization constrained by basin paleo-topographic highs in the Youjiang basin, south China: Journal of Asian Earth Sciences, v. 20, p. 517–533.",
28,5,"MMAJ, 2007, Mineral deposit data of the east Asia mineral resources map: Data Sheet, last accessed January 28, 2008, at http://www.gsj.jp/Map/JP/docs/overseas_doc/DataSheet.xls.","http://www.gsj.jp/Map/JP/docs/overseas_doc/DataSheet.xls"
